Issue id,Issue Type,Issue key,Summary,Assignee,Priority,Status,Created,Updated,ts,Reporter,Sprint,story,epic_link,Team,Parent id,Labels
2752805,Sub-task,EEEFI-603,QA Test Plan Create,C86393B,Minor,Done,2023-Feb-13 4:44 PM,2023-Mar-03 10:33 AM,7200,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752801,
2752804,Sub-task,EEEFI-602,QA: Testing ,C86393B,Minor,Done,2023-Feb-13 4:44 PM,2023-Mar-02 11:09 AM,21600,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752801,
2752803,Sub-task,EEEFI-601,Dev & Dev Testing,C84649B,Minor,Done,2023-Feb-13 4:44 PM,2023-Feb-28 4:41 PM,32400,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752801,
2752801,Story,EEEFI-600,"New Form - Los Angeles, CA Right to Rest and Notice, Hourly Associates - VSCo (Rev 02/2023)",C86393B,Minor,Done,2023-Feb-13 4:43 PM,2023-Mar-04 2:39 PM,66600,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,2,EEEFI-48,,,
2752590,Sub-task,EEEFI-591,QA Test Plan Review,C86393B,Minor,Done,2023-Feb-13 4:35 PM,2023-Feb-24 3:12 PM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752586,
2752589,Sub-task,EEEFI-590,QA Test Plan Create,C84708B,Minor,Done,2023-Feb-13 4:35 PM,2023-Feb-24 1:29 PM,3600,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752586,
2752588,Sub-task,EEEFI-589,QA Testing,C84708B,Minor,Done,2023-Feb-13 4:35 PM,2023-Feb-24 10:00 AM,14400,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752586,
2752587,Sub-task,EEEFI-588,Dev & Dev Testing,C84649B,Minor,Done,2023-Feb-13 4:35 PM,2023-Feb-24 4:25 PM,25200,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752586,
2752586,Story,EEEFI-587,New Form - City of LA Right to Rest - BBW (Rev 02/2023),C84649B,Minor,Done,2023-Feb-13 4:34 PM,2023-Mar-06 10:13 AM,45000,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,2,EEEFI-48,,,
2752580,Sub-task,EEEFI-585,BA Demo - Form Update - Pay Method Instructions - VSCo (Rev 02/2023),C86398B,Minor,Done,2023-Feb-13 4:23 PM,2023-Feb-23 10:16 AM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752573,
2752579,Sub-task,EEEFI-584,QA Test Plan Review,C86393B,Minor,Done,2023-Feb-13 4:23 PM,2023-Feb-22 12:50 PM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752573,
2752578,Sub-task,EEEFI-583,QA Test Plan Create - Pay Method Instructions - VSCo (Rev 02/2023),C86398B,Minor,Done,2023-Feb-13 4:23 PM,2023-Feb-21 2:46 PM,3600,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752573,
2752577,Sub-task,EEEFI-582,QA: Testing - Form Update - Pay Method Instructions - VSCo (Rev 02/2023),C86398B,Minor,Done,2023-Feb-13 4:23 PM,2023-Feb-22 3:57 PM,14400,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752573,
2752576,Sub-task,EEEFI-581,Dev & Dev Testing,C84734B,Minor,Done,2023-Feb-13 4:23 PM,2023-Feb-22 10:34 AM,12600,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2752573,
2752573,Story,EEEFI-580,Form Update - Pay Method Instructions - VSCo (Rev 02/2023),C84734B,Minor,Done,2023-Feb-13 4:17 PM,2023-Mar-04 2:39 PM,34200,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,2,EEEFI-48,,,
2794783,Sub-task,EEEFI-871,Database Catchup,C84722B,Minor,Done,2023-Mar-03 10:07 AM,2023-Mar-03 10:08 AM,5400,C84722B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2761070,
2772032,Sub-task,EEEFI-736,Dev,C84671B,Minor,Done,2023-Feb-21 10:47 AM,2023-Mar-03 2:29 PM,57600,C84642B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2761070,
2761070,Story,EEEFI-670,Government DevOps Release Process Follow Ups and Release Engineer Collaboration,C84671B,Minor,Done,2023-Feb-16 1:00 PM,2023-Mar-14 5:13 PM,63000,C84642B,Eforms-I9 P6 Sprint 2 - Yellow,2,EEEFI-57,,,
2727767,Sub-task,EEEFI-364,Prod Review - Victoria's Secret (Beta)- Request to have BBW companies Removed from drop-down menus on two custom reports (beta-vsco site),C86393B,Minor,Done,2023-Feb-02 11:25 AM,2023-Feb-27 8:49 AM,5400,C84618B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2771626,
2771626,Story,EEEFI-709,Sprint 1 PE.com Prod Reviews - Yellow Team,C86393B,Minor,Done,2023-Feb-21 8:45 AM,2023-Mar-01 8:56 AM,5400,C84684B,Eforms-I9 P6 Sprint 2 - Yellow,1,EEEFI-435,,,
2800559,Sub-task,EEEFI-953,QA Bug Test - Yukon TD1YT(F) (Rev 2023/01),C86393B,Minor,Done,2023-Mar-06 3:34 PM,2023-Mar-07 9:03 AM,5400,C86393B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2800558,Sub-task,EEEFI-952,Dev Bug Fix - Yukon TD1YT(F) (Rev 2023/01),C84649B,Minor,Done,2023-Mar-06 3:33 PM,2023-Mar-06 5:21 PM,3600,C86393B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2760792,Sub-task,EEEFI-665,BA Demo - EEEFI-660 Form Update - Yukon TD1YT(F) (Rev 2023/01),C86393B,Minor,Done,2023-Feb-16 11:42 AM,2023-Mar-07 12:49 PM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2760791,Sub-task,EEEFI-664,QA Test Plan Review - Yukon TD1YT(F) (Rev 2023/01),C86398B,Minor,Done,2023-Feb-16 11:42 AM,2023-Mar-03 12:17 PM,3600,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2760789,Sub-task,EEEFI-663,QA Test Plan Create,C86393B,Minor,Done,2023-Feb-16 11:42 AM,2023-Mar-03 11:45 AM,8100,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2760788,Sub-task,EEEFI-662,QA: Testing ,C86393B,Minor,Done,2023-Feb-16 11:42 AM,2023-Mar-07 9:44 AM,32400,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2760787,Sub-task,EEEFI-661,Dev & Dev Testing,C84671B,Minor,Done,2023-Feb-16 11:42 AM,2023-Mar-02 1:37 PM,18000,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,,,,2760784,
2760784,Story,EEEFI-660,Form Update - Yukon TD1YT(F) (Rev 2023/01),C84671B,Minor,Done,2023-Feb-16 11:41 AM,2023-Mar-07 12:49 PM,72900,C87582B,Eforms-I9 P6 Sprint 2 - Yellow,3,EEEFI-47,,,
2798507,Sub-task,EEEFI-889,BA Demo,C84756B,Minor,Done,2023-Mar-06 9:08 AM,2023-Mar-06 9:27 AM,3600,C84756B,Eforms-I9 P6 Sprint 2 - Blue,,,,2792543,
2792593,Sub-task,EEEFI-858,QA Test Plan Review,C84652B,Minor,Done,2023-Mar-02 11:24 AM,2023-Mar-06 11:01 AM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2792543,
2792592,Sub-task,EEEFI-857,QA Test Plan Create,C84756B,Minor,Done,2023-Mar-02 11:24 AM,2023-Mar-02 11:40 AM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2792543,
2792549,Sub-task,EEEFI-856,QA Testing ,C84756B,Minor,Done,2023-Mar-02 11:00 AM,2023-Mar-06 9:25 AM,3600,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2792543,
2792547,Sub-task,EEEFI-855,Dev,C84722B,Minor,Done,2023-Mar-02 11:00 AM,2023-Mar-03 2:45 PM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2792543,
2792543,Story,EEEFI-854,Form Updates - New Brunswick TD1NB (Rev 2023/01) & Nouveau-Brunswick TD1NB(F) (Rev 2023/01),C84756B,Minor,Done,2023-Mar-02 10:55 AM,2023-Mar-06 11:03 AM,12600,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,EEEFI-47,,,
2754783,Sub-task,EEEFI-608,Dev ,C84683B,Minor,Done,2023-Feb-14 10:38 AM,2023-Feb-21 4:36 PM,,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2754777,
2754777,Story,EEEFI-607,Dev Only - Victoria's Secret RealTime Config Update,C87582B,Minor,Done,2023-Feb-14 10:37 AM,2023-Feb-27 10:32 AM,,C87582B,Eforms-I9 P6 Sprint 2 - Blue,1,EEEFI-235,,,
2772050,Sub-task,EEEFI-745,Dev,C84722B,Minor,Done,2023-Feb-21 11:07 AM,2023-Mar-06 11:15 AM,43200,C84684B,Eforms-I9 P6 Sprint 2 - Blue,,,,2772049,
2772049,Story,EEEFI-744,Veracode and Pentest Mitigation - Queue Transaction Service - Part 2,C84722B,Major,Done,2023-Feb-21 11:07 AM,2023-Mar-06 11:15 AM,43200,C84671B,Eforms-I9 P6 Sprint 2 - Blue,5,EEEFI-189,,,
2772059,Sub-task,EEEFI-748,Dev,C84722B,Minor,Done,2023-Feb-21 11:30 AM,2023-Mar-06 11:15 AM,64800,C84642B,Eforms-I9 P6 Sprint 2 - Blue,,,,2728299,
2728299,Story,EEEFI-377,Veracode and Pentest Mitigation - SendGrid Event Handler - Part 1,C84642B,Major,Done,2023-Feb-02 1:36 PM,2023-Mar-06 11:15 AM,64800,C84671B,Eforms-I9 P6 Sprint 2 - Blue,5,EEEFI-189,,,
2761212,Sub-task,EEEFI-674,Dev,C84757B,Minor,Done,2023-Feb-16 1:51 PM,2023-Mar-06 11:15 AM,,C84684B,Eforms-I9 P6 Sprint 2 - Blue,,,,2761211,
2761211,Story,EEEFI-673,Veracode and Pentest Mitigation - Maint - Part 3,C84757B,Major,Done,2023-Feb-16 1:51 PM,2023-Mar-06 11:15 AM,,C84671B,Eforms-I9 P6 Sprint 2 - Blue,8,EEEFI-189,,,
2777976,Sub-task,EEEFI-789,QA Test - Bug fix,C84652B,Minor,Done,2023-Feb-23 5:23 PM,2023-Feb-24 11:59 AM,1800,C84652B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2777975,Sub-task,EEEFI-788,Dev & Dev Testing - Bug Fix,C84722B,Minor,Done,2023-Feb-23 5:23 PM,2023-Feb-24 8:22 AM,4500,C84652B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2714860,Sub-task,EEEFI-242,Code Review ,C84671B,Minor,Done,2023-Jan-31 1:36 PM,2023-Mar-06 11:12 AM,,C84777B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2714857,Sub-task,EEEFI-240,QA Testing,C84652B,Minor,Done,2023-Jan-31 1:35 PM,2023-Feb-23 5:22 PM,10800,C84777B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2714855,Sub-task,EEEFI-239,QA Test Plan Review ,C84756B,Minor,Done,2023-Jan-31 1:35 PM,2023-Feb-23 10:23 AM,1800,C84777B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2714854,Sub-task,EEEFI-238,QA Test Plan Create,C84652B,Minor,Done,2023-Jan-31 1:35 PM,2023-Feb-22 2:27 PM,1800,C84777B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2714850,Sub-task,EEEFI-237,Dev ,C84683B,Minor,Done,2023-Jan-31 1:34 PM,2023-Feb-21 4:35 PM,,C84777B,Eforms-I9 P6 Sprint 2 - Blue,,,,2685431,
2685431,Story,EEEFI-83,Script Request - Form Retirement  - Colorado Pregnancy Accommodation Notice and Form Assignment of Colorado Discrimination and Harassment Notification (in P1),C84777B,Minor,Done,2023-Jan-24 2:18 PM,2023-Mar-06 11:12 AM,20700,C84777B,Eforms-I9 P6 Sprint 2 - Blue,1,EEEFI-236,,,
2811707,Sub-task,EEEFI-1078,Prod Review,,Minor,To Do,2023-Mar-10 12:45 PM,2023-Mar-10 12:45 PM,,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2790371,Sub-task,EEEFI-831,QA Test - Bug fix,C84652B,Minor,Done,2023-Mar-01 2:31 PM,2023-Mar-01 6:35 PM,1800,C84652B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2790370,Sub-task,EEEFI-830,Dev & Dev Testing - Bug Fix,C84722B,Minor,Done,2023-Mar-01 2:31 PM,2023-Mar-01 3:24 PM,1800,C84652B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2771550,Sub-task,EEEFI-707,BA Demo,C84652B,Minor,Done,2023-Feb-21 7:27 AM,2023-Mar-02 3:28 PM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2771549,Sub-task,EEEFI-706,QA Test Plan Review,C84756B,Minor,Done,2023-Feb-21 7:27 AM,2023-Feb-23 10:59 AM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2771548,Sub-task,EEEFI-705,QA Test Plan Create,C84652B,Minor,Done,2023-Feb-21 7:27 AM,2023-Feb-22 2:27 PM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2771547,Sub-task,EEEFI-704,QA: Testing ,C84652B,Minor,Done,2023-Feb-21 7:27 AM,2023-Mar-01 2:46 PM,25200,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2771546,Sub-task,EEEFI-703,Dev & Dev Testing,C84722B,Minor,Done,2023-Feb-21 7:27 AM,2023-Feb-27 8:14 AM,14400,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771545,
2771545,Story,EEEFI-702,Form Update - Prince Edward Island TD1PE(F) (Rev 2023/01),C84652B,Minor,Done,2023-Feb-21 7:26 AM,2023-Mar-04 4:05 PM,48600,C84618B,Eforms-I9 P6 Sprint 2 - Blue,3,EEEFI-47,,,
2811703,Sub-task,EEEFI-1077,Prod Review,,Minor,To Do,2023-Mar-10 12:44 PM,2023-Mar-10 12:44 PM,,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771537,
2771543,Sub-task,EEEFI-700,BA Demo,C84756B,Minor,Done,2023-Feb-21 7:24 AM,2023-Mar-02 10:59 AM,5400,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771537,
2771542,Sub-task,EEEFI-699,QA Test Plan Review,C84652B,Minor,Done,2023-Feb-21 7:24 AM,2023-Feb-23 3:20 PM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771537,
2771541,Sub-task,EEEFI-698,QA Test Plan Create,C84756B,Minor,Done,2023-Feb-21 7:24 AM,2023-Feb-23 2:13 PM,3600,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771537,
2771540,Sub-task,EEEFI-697,QA: Testing ,C84756B,Minor,Done,2023-Feb-21 7:24 AM,2023-Feb-28 2:27 PM,25200,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771537,
2771539,Sub-task,EEEFI-696,Dev & Dev Testing,C84722B,Minor,Done,2023-Feb-21 7:24 AM,2023-Feb-27 8:14 AM,14400,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2771537,
2771537,Story,EEEFI-695,Form Update - Prince Edward Island TD1PE (Rev 2023/01),C84756B,Minor,Done,2023-Feb-21 7:22 AM,2023-Mar-04 4:05 PM,50400,C84618B,Eforms-I9 P6 Sprint 2 - Blue,3,EEEFI-47,,,
2731825,Sub-task,EEEFI-433,BA Demo,C84756B,Minor,Done,2023-Feb-03 5:16 PM,2023-Mar-03 11:43 AM,7200,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731819,
2731824,Sub-task,EEEFI-432,QA Test Plan Review,C84652B,Minor,Done,2023-Feb-03 5:16 PM,2023-Mar-02 12:09 PM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731819,
2731823,Sub-task,EEEFI-431,QA Test Plan Create,C84756B,Minor,Done,2023-Feb-03 5:16 PM,2023-Mar-01 2:53 PM,3600,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731819,
2731822,Sub-task,EEEFI-430,QA Test,C84756B,Minor,Done,2023-Feb-03 5:16 PM,2023-Mar-02 3:42 PM,21600,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731819,
2731821,Sub-task,EEEFI-429,Dev & Dev Testing,C84757B,Minor,Done,2023-Feb-03 5:16 PM,2023-Mar-01 1:17 PM,21600,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731819,
2731819,Story,EEEFI-428,Form Update - Terre-Neuve-et-Labrador TD1NL(F) (Rev 2023/01),C84757B,Minor,Done,2023-Feb-03 5:15 PM,2023-Mar-04 4:05 PM,55800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,3,EEEFI-47,,,
2787156,Sub-task,EEEFI-810,QA Test - Bug fix,C84652B,Minor,Done,2023-Feb-28 2:12 PM,2023-Mar-02 10:54 AM,3600,C84652B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2787155,Sub-task,EEEFI-809,Dev & Dev Testing - Bug Fix,C84757B,Minor,Done,2023-Feb-28 2:12 PM,2023-Mar-01 1:27 PM,18000,C84652B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2731817,Sub-task,EEEFI-426,BA Demo,C84652B,Minor,Done,2023-Feb-03 5:13 PM,2023-Mar-02 12:08 PM,900,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2731816,Sub-task,EEEFI-425,QA Test Plan Review,C84756B,Minor,Done,2023-Feb-03 5:13 PM,2023-Feb-23 9:34 AM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2731815,Sub-task,EEEFI-424,QA Test Plan Create,C84652B,Minor,Done,2023-Feb-03 5:13 PM,2023-Feb-22 2:27 PM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2731814,Sub-task,EEEFI-423,QA,C84652B,Minor,Done,2023-Feb-03 5:12 PM,2023-Feb-28 5:34 PM,25200,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2731813,Sub-task,EEEFI-422,Dev & Dev Testing,C84757B,Minor,Done,2023-Feb-03 5:12 PM,2023-Mar-01 1:34 PM,28800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731812,
2731812,Story,EEEFI-421,Form Update - Newfoundland and Labrador TD1NL (Rev 2023/01),C84652B,Minor,Done,2023-Feb-03 5:11 PM,2023-Mar-04 4:05 PM,80100,C87582B,Eforms-I9 P6 Sprint 2 - Blue,3,EEEFI-47,,,
2728639,Sub-task,EEEFI-386,Dev Merge Branch,C84757B,Minor,Done,2023-Feb-02 4:13 PM,2023-Feb-23 3:40 PM,57600,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2725899,
2727779,Sub-task,EEEFI-368,QA / Testing,C84756B,Minor,Done,2023-Feb-02 11:27 AM,2023-Mar-06 11:08 AM,46800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2725899,
2727778,Sub-task,EEEFI-367,QA Test Plan Review,C84652B,Minor,Done,2023-Feb-02 11:27 AM,2023-Feb-24 1:43 PM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2725899,
2727777,Sub-task,EEEFI-366,QA Test Plan Create,C84756B,Minor,Done,2023-Feb-02 11:27 AM,2023-Feb-24 11:24 AM,10800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2725899,
2725899,Story,EEEFI-355,Dev Revisit and QA Test - New EBT Template - Alternate Work State Withholding Allocation Form Template - Part 1,C84757B,Minor,Done,2023-Feb-01 6:55 PM,2023-Mar-06 11:14 AM,117000,C84618B,Eforms-I9 P6 Sprint 2 - Blue,3,EEEFI-56,,,estimation
2811701,Sub-task,EEEFI-1076,Prod Review,,Minor,To Do,2023-Mar-10 12:43 PM,2023-Mar-10 12:43 PM,,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2759085,
2759090,Sub-task,EEEFI-640,BA Demo,C84652B,Minor,Done,2023-Feb-15 10:10 PM,2023-Mar-01 2:05 PM,900,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2759085,
2759089,Sub-task,EEEFI-639,QA Test Plan Review,C84756B,Minor,Done,2023-Feb-15 10:10 PM,2023-Feb-23 10:11 AM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2759085,
2759088,Sub-task,EEEFI-638,QA Test Plan Create,C84652B,Minor,Done,2023-Feb-15 10:10 PM,2023-Feb-22 2:26 PM,1800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2759085,
2759087,Sub-task,EEEFI-637,QA: Testing ,C84652B,Minor,Done,2023-Feb-15 10:10 PM,2023-Feb-27 2:34 PM,21600,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2759085,
2759086,Sub-task,EEEFI-636,Dev & Dev Testing,C84722B,Minor,Done,2023-Feb-15 10:10 PM,2023-Feb-27 8:15 AM,14400,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2759085,
2759085,Story,EEEFI-635,New Form - BBW Field Sales Bonus (NY) (01/2023),C84618B,Minor,Done,2023-Feb-15 10:08 PM,2023-Mar-04 4:04 PM,40500,C84618B,Eforms-I9 P6 Sprint 2 - Blue,2,EEEFI-48,,,
2760677,Sub-task,EEEFI-652,QA Test Plan Create - BBW Field Sales Bonus (CA) (01/2023),C84756B,Minor,Done,2023-Feb-16 10:35 AM,2023-Feb-23 11:51 AM,3600,C87709B,Eforms-I9 P6 Sprint 2 - Blue,,,,2760669,
2760676,Sub-task,EEEFI-651,QA/Testing - BBW Field Sales Bonus (CA) (01/2023),C84756B,Minor,Done,2023-Feb-16 10:35 AM,2023-Feb-27 1:44 PM,21600,C87709B,Eforms-I9 P6 Sprint 2 - Blue,,,,2760669,
2760675,Sub-task,EEEFI-650,BA Demo - BBW Field Sales Bonus (CA) (01/2023),C84756B,Minor,Done,2023-Feb-16 10:35 AM,2023-Feb-27 1:45 PM,3600,C87709B,Eforms-I9 P6 Sprint 2 - Blue,,,,2760669,
2760674,Sub-task,EEEFI-649,Dev & Dev Testing - BBW Field Sales Bonus (CA) (01/2023),C84722B,Minor,Done,2023-Feb-16 10:35 AM,2023-Feb-27 8:16 AM,14400,C87709B,Eforms-I9 P6 Sprint 2 - Blue,,,,2760669,
2760672,Sub-task,EEEFI-648,QA Test Plan Review - BBW Field Sales Bonus (CA) (01/2023),C84652B,Minor,Done,2023-Feb-16 10:34 AM,2023-Feb-23 1:31 PM,1800,C87709B,Eforms-I9 P6 Sprint 2 - Blue,,,,2760669,
2760669,Story,EEEFI-646,New Form - BBW Field Sales Bonus (CA) (01/2023),C84756B,Minor,Done,2023-Feb-16 10:33 AM,2023-Mar-04 4:04 PM,45000,C87709B,Eforms-I9 P6 Sprint 2 - Blue,2,EEEFI-48,,,
2772058,Sub-task,EEEFI-747,BA Demo,C84756B,Minor,Done,2023-Feb-21 11:29 AM,2023-Feb-23 9:26 AM,3600,C84642B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731520,
2731533,Sub-task,EEEFI-412,QA Test Plan Review,C84652B,Minor,Done,2023-Feb-03 2:49 PM,2023-Feb-23 10:14 AM,1800,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731520,
2731532,Sub-task,EEEFI-411,QA Test Plan Create,C84756B,Minor,Done,2023-Feb-03 2:49 PM,2023-Feb-22 1:39 PM,7200,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731520,
2731530,Sub-task,EEEFI-410,QA Testing ,C84756B,Minor,Done,2023-Feb-03 2:49 PM,2023-Feb-22 3:11 PM,18000,C87582B,Eforms-I9 P6 Sprint 2 - Blue,,,,2731520,
2731520,Story,EEEFI-409,QA Only - EBT Archive Current Forms checkbox not creating Proper Snippit in Action,C87582B,Minor,Done,2023-Feb-03 2:30 PM,2023-Feb-23 10:24 AM,30600,C87582B,Eforms-I9 P6 Sprint 2 - Blue,1,EEEFI-522,,,
2811816,Sub-task,EEEFI-1081,Prod Review - AR-182 Associate Acknowledgment (Rev 02/2023),,Minor,To Do,2023-Mar-10 2:14 PM,2023-Mar-10 2:14 PM,,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2756108,
2790353,Sub-task,EEEFI-829,QA Test (T1) - North Dakota NDW-M (Rev 02/2022) ,C84756B,Minor,Done,2023-Mar-01 2:06 PM,2023-Mar-03 2:17 PM,18000,C87709B,Eforms-I9 P6 Sprint 2 - Blue,,,,2756108,
2789532,Sub-task,EEEFI-821,Dev - Check-In Form,C84722B,Minor,Done,2023-Mar-01 10:08 AM,2023-Mar-03 2:44 PM,,C84642B,Eforms-I9 P6 Sprint 2 - Blue,,,,2756108,
2759095,Sub-task,EEEFI-642,QA Test (T1) - AR-182 Associate Acknowledgment (Rev 02/2023),C84756B,Minor,Done,2023-Feb-15 10:23 PM,2023-Feb-21 3:36 PM,18000,C84618B,Eforms-I9 P6 Sprint 2 - Blue,,,,2756108,
2756108,Story,EEEFI-614,EBT Form Update Bucket - Blue Team - PI-6 Sprint 2,C84618B,Minor,Done,2023-Feb-14 6:14 PM,2023-Mar-03 2:44 PM,37800,C84618B,Eforms-I9 P6 Sprint 2 - Blue,1,EEEFI-234,,,
2802426,Story,EEEFI-977,Security - Pen Test Taleo Services setup/demo/support - Part 2,C84649B,Minor,Done,2023-Mar-07 10:04 AM,2023-Mar-22 5:05 PM,37800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,5,EEEFI-189,,,
2819260,Sub-task,EEEFI-1159,Dev,C84671B,Minor,Done,2023-Mar-14 5:19 PM,2023-Mar-20 8:48 AM,14400,C84671B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2805735,
2814451,Sub-task,EEEFI-1097,Dev,C84734B,Minor,Done,2023-Mar-13 12:36 PM,2023-Mar-13 1:09 PM,3600,C84734B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2805735,
2806673,Sub-task,EEEFI-1046,Deploy forms with PSE/Prod Support,C84649B,Minor,Done,2023-Mar-08 5:09 PM,2023-Mar-10 4:27 PM,10800,C84649B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2805735,
2806361,Sub-task,EEEFI-1024,Dev,C84649B,Minor,Done,2023-Mar-08 1:32 PM,2023-Mar-09 4:48 PM,36000,C84649B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2805735,
2805735,Story,EEEFI-1022,EForm Deployment tool,C84649B,Minor,Done,2023-Mar-08 10:48 AM,2023-Mar-21 4:56 PM,72000,C84649B,Eforms-I9 P6 Sprint 3 - Yellow,,EEEFI-671,,,
2802289,Sub-task,EEEFI-978,Dev Assist,C84649B,Minor,Done,2023-Mar-07 10:10 AM,2023-Mar-14 1:35 PM,25200,C84649B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761505,
2761510,Sub-task,EEEFI-688,Placeholder - Prod Review Link,C84708B,Minor,Done,2023-Feb-16 4:31 PM,2023-Mar-15 10:55 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761505,
2761509,Sub-task,EEEFI-687,CLONE - BA Demo,C86393B,Minor,Done,2023-Feb-16 4:31 PM,2023-Mar-17 1:43 PM,1800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761505,
