Issue id,Issue Type,Issue key,Summary,Assignee,Priority,Status,Created,Updated,ts,Reporter,Sprint,story,epic_link,Team,Parent id,Labels
2761508,Sub-task,EEEFI-686,CLONE - QA Test Plan Review,C84708B,Minor,Done,2023-Feb-16 4:31 PM,2023-Mar-15 10:50 PM,3600,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761505,
2761507,Sub-task,EEEFI-685,CLONE - QA Test Plan Create,C86393B,Minor,Done,2023-Feb-16 4:31 PM,2023-Mar-07 12:10 PM,5400,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761505,
2761506,Sub-task,EEEFI-684,CLONE - QA: Testing ,C86393B,Minor,Done,2023-Feb-16 4:31 PM,2023-Mar-15 9:54 AM,19800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761505,
2761505,Story,EEEFI-683,QA Only - ADA Accessibility - California DE-4 Regression Test,C84649B,Minor,Done,2023-Feb-16 4:31 PM,2023-Mar-22 2:12 PM,55800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-49,,,
2798387,Sub-task,EEEFI-903,Placeholder - Prod Review,C84708B,Minor,Done,2023-Mar-06 9:30 AM,2023-Mar-17 10:07 AM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2736329,
2798385,Sub-task,EEEFI-901,QA Test Plan Review,C84708B,Minor,Done,2023-Mar-06 9:30 AM,2023-Mar-17 9:43 AM,1800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2736329,
2798384,Sub-task,EEEFI-900,QA Test Plan Create,C86398B,Minor,Done,2023-Mar-06 9:30 AM,2023-Mar-08 8:07 AM,1800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2736329,
2798383,Sub-task,EEEFI-899,QA: Testing ,C86398B,Minor,Done,2023-Mar-06 9:30 AM,2023-Mar-17 3:23 PM,9000,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2736329,
2798381,Sub-task,EEEFI-898,Dev & Dev Testing,C84734B,Minor,Done,2023-Mar-06 9:30 AM,2023-Mar-16 1:56 PM,10800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2736329,
2736329,Bug,EEEFI-481,EBT Bug - Editable Name Fields After Splitting a Form,C86398B,Minor,Done,2023-Feb-06 1:21 PM,2023-Mar-22 2:13 PM,23400,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-671,,,
2725290,Sub-task,EEEFI-308,Documentation,C84671B,Minor,Done,2023-Feb-01 12:53 PM,2023-Mar-17 9:46 AM,7200,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2685426,
2725289,Sub-task,EEEFI-307,Dev Research,C84671B,Minor,Done,2023-Feb-01 12:52 PM,2023-Mar-16 5:36 PM,59400,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2685426,
2685426,Story,EEEFI-78,Dev Research - Occidental Petroleum User not Presented with Pending Louisiana L-4 Withholding Form,C84671B,Minor,Done,2023-Jan-24 2:17 PM,2023-Mar-16 5:37 PM,66600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-235,,,
2799096,Sub-task,EEEFI-931,BA Demo,C86398B,Minor,Done,2023-Mar-06 10:57 AM,2023-Mar-17 2:14 PM,1800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793005,
2799094,Sub-task,EEEFI-930,QA Test Plan Review,C86393B,Minor,Done,2023-Mar-06 10:57 AM,2023-Mar-17 9:58 AM,1800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793005,
2799092,Sub-task,EEEFI-929,QA Test Plan Create,C86398B,Minor,Done,2023-Mar-06 10:56 AM,2023-Mar-16 3:15 PM,3600,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793005,
2799090,Sub-task,EEEFI-928,QA: Testing ,C86398B,Minor,Done,2023-Mar-06 10:56 AM,2023-Mar-16 5:06 PM,14400,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793005,
2799088,Sub-task,EEEFI-927,Dev & Dev Testing,C84734B,Minor,Done,2023-Mar-06 10:56 AM,2023-Mar-16 9:47 AM,46800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793005,
2793005,Story,EEEFI-859,Trinity Health - New Batch Sync Error Message.,C84734B,Minor,Done,2023-Mar-02 11:44 AM,2023-Mar-22 2:11 PM,68400,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-1071,,,
2792437,Sub-task,EEEFI-852,BA Demo,C86393B,Minor,Done,2023-Mar-02 10:49 AM,2023-Mar-17 1:44 PM,1800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2792422,
2792436,Sub-task,EEEFI-851,QA Test Plan Review,C86398B,Minor,Done,2023-Mar-02 10:49 AM,2023-Mar-16 5:03 PM,3600,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2792422,
2792435,Sub-task,EEEFI-850,QA Test Plan Create,C86393B,Minor,Done,2023-Mar-02 10:49 AM,2023-Mar-16 9:47 AM,5400,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2792422,
2792434,Sub-task,EEEFI-849,QA: Testing ,C86393B,Minor,Done,2023-Mar-02 10:49 AM,2023-Mar-16 12:57 PM,10800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2792422,
2792433,Sub-task,EEEFI-848,Dev & Dev Testing,C84734B,Minor,Done,2023-Mar-02 10:49 AM,2023-Mar-10 2:31 PM,10800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2792422,
2792422,Story,EEEFI-847,Update Verbiage Active Forms Report - WD Integration Level and WD Integration,C84734B,Minor,Done,2023-Mar-02 10:38 AM,2023-Mar-22 2:07 PM,32400,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,1,EEEFI-235,,,
2772016,Sub-task,EEEFI-721,PO-BA-PSE Demo,C84649B,Minor,Done,2023-Feb-21 10:45 AM,2023-Mar-14 12:28 PM,1800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761043,
2761048,Sub-task,EEEFI-669,Documentation ,C84649B,Minor,Done,2023-Feb-16 12:22 PM,2023-Mar-14 12:28 PM,7200,C84777B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761043,
2761047,Sub-task,EEEFI-668,Dev Research,C84649B,Minor,Done,2023-Feb-16 12:22 PM,2023-Mar-14 12:29 PM,18000,C84777B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2761043,
2761043,Story,EEEFI-667,Prod Support - Nike (beta) - Not Receiving Future Dated Address Changes from Workday  Via the SSO Call ,C84649B,Minor,Done,2023-Feb-16 12:19 PM,2023-Mar-14 12:29 PM,27000,C84777B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-235,,,
2798666,Sub-task,EEEFI-915,Placeholder - Prod Review,C86398B,Minor,Done,2023-Mar-06 10:28 AM,2023-Mar-17 10:02 AM,,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793282,
2798665,Sub-task,EEEFI-914,BA Demo,C84708B,Minor,Done,2023-Mar-06 10:28 AM,2023-Mar-17 9:51 AM,1800,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793282,
2798664,Sub-task,EEEFI-913,QA Test Plan Review,C86398B,Minor,Done,2023-Mar-06 10:28 AM,2023-Mar-17 10:48 AM,3600,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793282,
2798663,Sub-task,EEEFI-912,QA Test Plan Create,C84708B,Minor,Done,2023-Mar-06 10:28 AM,2023-Mar-17 9:42 AM,3600,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793282,
2798662,Sub-task,EEEFI-911,QA: Testing ,C84708B,Minor,Done,2023-Mar-06 10:28 AM,2023-Mar-16 5:50 PM,18000,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793282,
2798661,Sub-task,EEEFI-910,Dev & Dev Testing,C84734B,Minor,Done,2023-Mar-06 10:28 AM,2023-Mar-14 5:41 PM,54000,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2793282,
2793282,Story,EEEFI-867,Maint Issue - EForm Packager PDF Exports Issue - Multiple Client Requests Pending,C84734B,Minor,Done,2023-Mar-02 2:37 PM,2023-Mar-17 10:47 AM,81000,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-235,,,
2811716,Sub-task,EEEFI-1079,QA assist with research.,C86393B,Minor,Done,2023-Mar-10 12:50 PM,2023-Mar-10 12:51 PM,5400,C86393B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2772071,
2799114,Sub-task,EEEFI-933,Dev,C84649B,Minor,Done,2023-Mar-06 10:58 AM,2023-Mar-10 4:27 PM,21600,C84684B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2772071,
2799107,Sub-task,EEEFI-923,Documentation ,C84649B,Minor,Done,2023-Mar-06 10:56 AM,2023-Mar-13 4:50 PM,7200,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2772071,
2772071,Story,EEEFI-749,Dev Research - Exposed SSNs in PE.com and SSRS Reports,C84649B,Minor,Done,2023-Feb-21 11:52 AM,2023-Mar-10 4:27 PM,34200,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-780,,,
2803605,Sub-task,EEEFI-1012,Dev,C84649B,Minor,Done,2023-Mar-07 4:45 PM,2023-Mar-14 3:25 PM,23400,C84649B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798654,
2798654,Story,EEEFI-908,Veracode - Scan and Upload Applications Following Encryption Update,C84649B,Minor,Done,2023-Mar-06 10:14 AM,2023-Mar-14 3:25 PM,23400,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,1,EEEFI-189,,,
2809707,Sub-task,EEEFI-1073,QA Test Plan Create - Transfered,C84708B,Minor,Done,2023-Mar-09 4:24 PM,2023-Mar-14 9:24 AM,3600,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773589,
2773802,Sub-task,EEEFI-766,BA Demo,C84708B,Minor,Done,2023-Feb-22 9:30 AM,2023-Mar-15 4:36 PM,1800,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773589,
2773801,Sub-task,EEEFI-765,QA Test Plan Review,C86398B,Minor,Done,2023-Feb-22 9:30 AM,2023-Mar-14 12:59 PM,3600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773589,
2773800,Sub-task,EEEFI-764,QA Test Plan Create,C86393B,Minor,Done,2023-Feb-22 9:30 AM,2023-Mar-09 9:35 AM,5400,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773589,
2773599,Sub-task,EEEFI-763,QA: Testing ,C84708B,Minor,Done,2023-Feb-22 9:30 AM,2023-Mar-14 9:12 AM,21600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773589,
2773598,Sub-task,EEEFI-762,Dev & Dev Testing,C84649B,Minor,Done,2023-Feb-22 9:30 AM,2023-Mar-08 9:11 AM,18000,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773589,
2773589,Story,EEEFI-755,Form Update - Territories du Nord-Ouest TD1NT(F) (Rev 2023/01),C84649B,Minor,Done,2023-Feb-22 9:28 AM,2023-Mar-22 2:06 PM,54000,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-47,,,
2773595,Sub-task,EEEFI-760,BA Demo,C86398B,Minor,Done,2023-Feb-22 9:29 AM,2023-Mar-09 4:47 PM,1800,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773577,
2773594,Sub-task,EEEFI-759,QA Test Plan Review,C84708B,Minor,Done,2023-Feb-22 9:29 AM,2023-Mar-10 12:22 AM,1800,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773577,
2773593,Sub-task,EEEFI-758,QA Test Plan Create,C86398B,Minor,Done,2023-Feb-22 9:29 AM,2023-Mar-07 8:07 AM,3600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773577,
2773592,Sub-task,EEEFI-757,QA: Testing ,C86398B,Minor,Done,2023-Feb-22 9:29 AM,2023-Mar-09 3:48 PM,21600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773577,
2773591,Sub-task,EEEFI-756,Dev & Dev Testing,C84649B,Minor,Done,2023-Feb-22 9:29 AM,2023-Mar-08 9:11 AM,14400,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2773577,
2773577,Story,EEEFI-754,Form Update - Northwest Territories TD1NT (Rev 2023/01),C84649B,Minor,Done,2023-Feb-22 9:21 AM,2023-Mar-22 2:05 PM,43200,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-47,,,
2793017,Sub-task,EEEFI-864,BA Demo,C84708B,Minor,Done,2023-Mar-02 11:50 AM,2023-Mar-15 4:35 PM,1800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787966,
2793016,Sub-task,EEEFI-863,QA Test Plan Review,C86393B,Minor,Done,2023-Mar-02 11:50 AM,2023-Mar-10 12:49 PM,1800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787966,
2793015,Sub-task,EEEFI-862,QA Test Plan Create,C84708B,Minor,Done,2023-Mar-02 11:50 AM,2023-Mar-09 4:05 PM,3600,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787966,
2793014,Sub-task,EEEFI-861,QA: Testing ,C84708B,Minor,Done,2023-Mar-02 11:50 AM,2023-Mar-09 3:34 PM,28800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787966,
2793013,Sub-task,EEEFI-860,Dev & Dev Testing,C84734B,Minor,Done,2023-Mar-02 11:50 AM,2023-Mar-08 5:36 PM,21600,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787966,
2787966,Story,EEEFI-815,Form Update - New York Work Allocation - VSCo (Rev 02/2023),C84734B,Minor,Done,2023-Feb-28 11:21 PM,2023-Mar-22 2:10 PM,57600,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-48,,,
2783943,Sub-task,EEEFI-804,QA Test Plan Review,C86398B,Minor,Done,2023-Feb-27 2:59 PM,2023-Mar-07 5:20 PM,3600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2783579,
2783942,Sub-task,EEEFI-803,QA Test Plan Create,C86393B,Minor,Done,2023-Feb-27 2:59 PM,2023-Mar-07 2:42 PM,5400,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2783579,
2783940,Sub-task,EEEFI-801,Dev & Dev Testing,C84734B,Minor,Done,2023-Feb-27 2:58 PM,2023-Mar-09 10:29 AM,16200,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2783579,
2783579,Story,EEEFI-799,Form Update - Pay Method Instructions (NH) - VSCo (Rev 03/2023),C84734B,Minor,Done,2023-Feb-27 1:19 PM,2023-Mar-22 2:07 PM,25200,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-48,,,
2817405,Story,EEEFI-1124,Veracode Mitigation Reviews,C84671B,Minor,Done,2023-Mar-14 8:54 AM,2023-Mar-15 5:14 PM,16200,C84671B,Eforms-I9 P6 Sprint 3 - Yellow,1,EEEFI-189,,,
2800566,Sub-task,EEEFI-956,BA Demo,C84708B,Minor,Done,2023-Mar-06 4:06 PM,2023-Mar-06 5:09 PM,108000,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798687,
2799109,Sub-task,EEEFI-925,QA Testing ,C84708B,Minor,Done,2023-Mar-06 10:56 AM,2023-Mar-06 5:07 PM,3600,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798687,
2799108,Sub-task,EEEFI-924,Dev,C84734B,Minor,Done,2023-Mar-06 10:56 AM,2023-Mar-06 1:11 PM,10800,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798687,
2798687,Story,EEEFI-922,Form Update - Wellington Management Alternate Work State Withholding Allocation (Rev 02/2023),C84734B,Minor,Done,2023-Mar-06 10:39 AM,2023-Mar-06 5:09 PM,122400,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,1,EEEFI-48,,,
2789529,Sub-task,EEEFI-819,"QA Test Plan Review - EEEFI-771 Script Request - Assignment of ""New Jersey Paid Sick Leave Notice"" New Version and Retirement of Previous Version",C86398B,Minor,Done,2023-Mar-01 10:07 AM,2023-Mar-06 12:49 PM,1800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798650,
2752591,Sub-task,EEEFI-592,BA Demo - EEEFI-587 New Form - City of LA Right to Rest - BBW (Rev 02/2023),C84708B,Minor,Done,2023-Feb-13 4:35 PM,2023-Mar-07 3:56 PM,1800,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798650,
2731109,Sub-task,EEEFI-406,BA Demo - EEEFI-356 Qurate Retail Group (QVC) - Request to have Email Addresses/Name Change Pull in via the Workday Batch Sync,C86398B,Moderate,Done,2023-Feb-03 11:48 AM,2023-Mar-06 2:38 PM,1800,C84618B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798650,
2798650,Story,EEEFI-907,BA Demos - Yellow Team,C86398B,Minor,Done,2023-Mar-06 10:10 AM,2023-Mar-07 3:57 PM,5400,C84684B,Eforms-I9 P6 Sprint 3 - Yellow,1,EEEFI-671,,,
2816026,Sub-task,EEEFI-1122,QA Bug Fix - EEEFI - 617 - Form Update - VSCo - Oregon Right to Rest (Hourly Associates) - VSCo (02/2023),C84708B,Minor,Done,2023-Mar-13 6:32 PM,2023-Mar-13 6:37 PM,7200,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,Bug
2815729,Sub-task,EEEFI-1116,Bug Fix - EEEFI - 617 - Form Update - VSCo - Oregon Right to Rest (Hourly Associates) - VSCo (02/2023),C84734B,Minor,Done,2023-Mar-13 4:50 PM,2023-Mar-13 5:59 PM,5400,C84734B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2815126,Sub-task,EEEFI-1100,Bug Fix EEEFI-653- Form Update - Yukon TD1YT (Rev 2023/01),C84671B,Major,Done,2023-Mar-13 2:13 PM,2023-Mar-14 8:56 AM,1800,C86393B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2815121,Sub-task,EEEFI-1099,QA Test - Bug Fix EEEFI-653- Form Update - Yukon TD1YT (Rev 2023/01),C86393B,Major,Done,2023-Mar-13 2:10 PM,2023-Mar-14 10:50 AM,3600,C86393B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2814612,Sub-task,EEEFI-1094,Prod Review - EEEFI - 617 - Form Update - VSCo - Oregon Right to Rest (Hourly Associates) - VSCo (02/2023),C84708B,Minor,Done,2023-Mar-13 12:05 PM,2023-Mar-13 8:00 PM,7200,C87709B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2811663,Sub-task,EEEFI-1080,"Bug Fix - EEEFI-600 - New Form - Los Angeles, CA Right to Rest and Notice, Hourly Associates - VSCo (Rev 02/2023)",C84734B,Minor,Done,2023-Mar-10 1:34 PM,2023-Mar-10 5:44 PM,3600,C84734B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2811246,Sub-task,EEEFI-1075,"QA Test - Bug Fix - EEEFI-600 - New Form - Los Angeles, CA Right to Rest and Notice, Hourly Associates - VSCo",C84708B,Minor,Done,2023-Mar-10 10:44 AM,2023-Mar-10 2:17 PM,1800,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,Bug
2800677,Sub-task,EEEFI-976,Prod Review - EEEFI-711 - Form Update - Compliance Library - DC Notice of Hire - Employment Status and Acknowledgment of Wage Rate(s),C86393B,Minor,Done,2023-Mar-06 6:12 PM,2023-Mar-14 9:19 AM,,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800676,Sub-task,EEEFI-975,Prod Review - EEEFI-682 - Remove usages of MD5 hashing algorithm in PE.com code and Encryption project,C86393B,Minor,Done,2023-Mar-06 6:11 PM,2023-Mar-13 12:32 PM,7200,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800675,Sub-task,EEEFI-974,Prod Review - EEEFI-653 - Form Update - Yukon TD1YT (Rev 2023/01),C86393B,Minor,Done,2023-Mar-06 6:10 PM,2023-Mar-13 2:22 PM,16200,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800674,Sub-task,EEEFI-973,Prod Review - EEEFI-628 - Form Update - Maryland MW 507M (Rev 09/2022),C86398B,Minor,Done,2023-Mar-06 6:09 PM,2023-Mar-14 3:20 PM,16200,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800671,Sub-task,EEEFI-971,"Prod Review - EEEFI-600 - New Form - Los Angeles, CA Right to Rest and Notice, Hourly Associates - VSCo (Rev 02/2023)",C84708B,Minor,Done,2023-Mar-06 6:05 PM,2023-Mar-10 3:40 PM,10800,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800670,Sub-task,EEEFI-970,Prod Review - EEEFI-587 - New Form - City of LA Right to Rest - BBW (Rev 02/2023),C86393B,Minor,Done,2023-Mar-06 6:01 PM,2023-Mar-10 4:56 PM,9900,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800668,Sub-task,EEEFI-969,Prod Review - EEEFI-536 - Form Update - Oklahoma OW-9-MSE (Rev 12/2022),C86398B,Minor,Done,2023-Mar-06 5:57 PM,2023-Mar-13 2:36 PM,10800,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800654,Sub-task,EEEFI-967,Prod Review - EEEFI-580 - Form Update - Pay Method Instructions - VSCo (Rev 02/2023),C86393B,Minor,Done,2023-Mar-06 4:45 PM,2023-Mar-10 5:07 PM,10800,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800651,Sub-task,EEEFI-964,Prod Review - EEEFI-660 - Form Update - Yukon TD1YT(F) (Rev 2023/01),C86398B,Minor,Done,2023-Mar-06 4:39 PM,2023-Mar-10 2:51 PM,18000,C84708B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2800568,Sub-task,EEEFI-957,Prod Review - EEEFI-549 - Form Update - Wellington Management Alternate Work State Withholding Allocation (Rev 02/2023),C86398B,Minor,Done,2023-Mar-06 4:07 PM,2023-Mar-13 1:29 PM,14400,C87582B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2798636,
2798636,Story,EEEFI-905,Sprint 2 PE.com Prod Reviews - Yellow Team ,C84708B,Minor,Done,2023-Mar-06 9:50 AM,2023-Mar-15 10:00 AM,144900,C84684B,Eforms-I9 P6 Sprint 3 - Yellow,3,EEEFI-435,,,
2798678,Sub-task,EEEFI-921,Prod Review,C86398B,Minor,To Do,2023-Mar-06 10:33 AM,2023-Mar-06 11:49 AM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787711,
2798677,Sub-task,EEEFI-920,BA Demo,C84708B,Minor,To Do,2023-Mar-06 10:33 AM,2023-Mar-06 3:21 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787711,
2798676,Sub-task,EEEFI-919,QA Test Plan Review,C86398B,Minor,To Do,2023-Mar-06 10:33 AM,2023-Mar-06 4:24 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787711,
2798675,Sub-task,EEEFI-918,QA Test Plan Create,C84708B,Minor,To Do,2023-Mar-06 10:33 AM,2023-Mar-06 3:21 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787711,
2798674,Sub-task,EEEFI-917,QA: Testing ,C84708B,Minor,To Do,2023-Mar-06 10:33 AM,2023-Mar-06 3:20 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787711,
2798672,Sub-task,EEEFI-916,Code Review/Meeting,C84649B,Minor,Done,2023-Mar-06 10:33 AM,2023-Mar-13 1:30 PM,5400,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2787711,
2787711,Story,EEEFI-811,Re-Eval Process Improvements - Limit number of calculated forms,C84649B,Minor,To Do,2023-Feb-28 3:51 PM,2023-Mar-23 1:19 PM,5400,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-671,,,
2772377,Sub-task,EEEFI-750,PO-BA-PSE Demo,,Minor,To Do,2023-Feb-21 3:33 PM,2023-Mar-17 7:17 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2757935,
2772009,Sub-task,EEEFI-718,Documentation ,,Minor,To Do,2023-Feb-21 10:35 AM,2023-Mar-17 7:17 PM,,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2757935,
2772008,Sub-task,EEEFI-717,Dev Research,C84671B,Minor,In Progress,2023-Feb-21 10:35 AM,2023-Mar-20 12:09 PM,37800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,,,,2757935,
2757935,Story,EEEFI-625,Dev Research - Logging Update - OriginalAssignmentDate for Pending Forms,C84671B,Minor,To Do,2023-Feb-15 10:53 AM,2023-Mar-23 1:18 PM,37800,C84642B,Eforms-I9 P6 Sprint 3 - Yellow,2,EEEFI-671,,,
2738654,Sub-task,EEEFI-500,PSE/PO/BA Demo,,Minor,To Do,2023-Feb-07 8:06 AM,2023-Feb-07 8:06 AM,,C84618B,Eforms-I9 P6 Sprint 3 - Blue,,,,2738651,
2738653,Sub-task,EEEFI-499,Documentation,,Minor,To Do,2023-Feb-07 8:06 AM,2023-Feb-07 8:06 AM,,C84618B,Eforms-I9 P6 Sprint 3 - Blue,,,,2738651,
2738652,Sub-task,EEEFI-498,Dev Research,C84722B,Minor,In Progress,2023-Feb-07 8:06 AM,2023-Mar-17 9:07 AM,43200,C84618B,Eforms-I9 P6 Sprint 3 - Blue,,,,2738651,
2738651,Story,EEEFI-497,Dev Research - LOB File Fails to Process Due to Duplicate EEID's - Part 2 (PBI 138137 Rollover),C84618B,Minor,To Do,2023-Feb-07 8:00 AM,2023-Mar-20 11:25 AM,43200,C84618B,Eforms-I9 P6 Sprint 3 - Blue,2,EEEFI-235,,,
2806313,Sub-task,EEEFI-1023,QA Test Plan Create,C84756B,Minor,Done,2023-Mar-08 12:33 PM,2023-Mar-10 9:44 AM,3600,C84756B,Eforms-I9 P6 Sprint 3 - Blue,,,,2809361,
2783944,Sub-task,EEEFI-805,BA Demo,C84756B,Minor,Done,2023-Feb-27 2:59 PM,2023-Mar-10 9:44 AM,3600,C87582B,Eforms-I9 P6 Sprint 3 - Blue,,,,2809361,
2783941,Sub-task,EEEFI-802,QA: Testing ,C84756B,Minor,Done,2023-Feb-27 2:59 PM,2023-Mar-10 9:43 AM,25200,C87582B,Eforms-I9 P6 Sprint 3 - Blue,,,,2809361,
2809361,Story,EEEFI-1065,QA Only - Form Update - Pay Method Instructions (NH) - VSCo (Rev 03/2023),C87582B,Minor,Done,2023-Mar-09 2:54 PM,2023-Mar-15 10:19 AM,32400,C87582B,Eforms-I9 P6 Sprint 3 - Blue,,EEEFI-48,,,
2761223,Sub-task,EEEFI-680,BA Demo,C84756B,Minor,Done,2023-Feb-16 2:02 PM,2023-Mar-15 10:39 AM,3600,C84642B,Eforms-I9 P6 Sprint 3 - Blue,,,,2743084,
2761222,Sub-task,EEEFI-679,QA Test Plan Review,C84652B,Minor,Done,2023-Feb-16 2:02 PM,2023-Mar-09 5:49 PM,1800,C84642B,Eforms-I9 P6 Sprint 3 - Blue,,,,2743084,
